"","method","correlation_group","n_samples","prob_data","iteration","group_stack","V1"
"153","Permfit-DNN",0,1000,"regression_group_sim_1",53,FALSE,1
"154","Permfit-DNN",0,1000,"regression_group_sim_1",54,FALSE,1
"155","Permfit-DNN",0,1000,"regression_group_sim_1",55,FALSE,1
"156","Permfit-DNN",0,1000,"regression_group_sim_1",56,FALSE,1
"157","Permfit-DNN",0,1000,"regression_group_sim_1",57,FALSE,1
"158","Permfit-DNN",0,1000,"regression_group_sim_1",58,FALSE,1
"159","Permfit-DNN",0,1000,"regression_group_sim_1",59,FALSE,1
"160","Permfit-DNN",0,1000,"regression_group_sim_1",60,FALSE,1
"161","Permfit-DNN",0,1000,"regression_group_sim_1",61,FALSE,1
"162","Permfit-DNN",0,1000,"regression_group_sim_1",62,FALSE,1
"163","Permfit-DNN",0,1000,"regression_group_sim_1",63,FALSE,1
"164","Permfit-DNN",0,1000,"regression_group_sim_1",64,FALSE,1
"165","Permfit-DNN",0,1000,"regression_group_sim_1",65,FALSE,1
"166","Permfit-DNN",0,1000,"regression_group_sim_1",66,FALSE,1
"167","Permfit-DNN",0,1000,"regression_group_sim_1",67,FALSE,1
"168","Permfit-DNN",0,1000,"regression_group_sim_1",68,FALSE,1
"169","Permfit-DNN",0,1000,"regression_group_sim_1",69,FALSE,1
"170","Permfit-DNN",0,1000,"regression_group_sim_1",70,FALSE,1
"171","Permfit-DNN",0,1000,"regression_group_sim_1",71,FALSE,1
"172","Permfit-DNN",0,1000,"regression_group_sim_1",72,FALSE,1
"173","Permfit-DNN",0,1000,"regression_group_sim_1",73,FALSE,1
"174","Permfit-DNN",0,1000,"regression_group_sim_1",74,FALSE,1
"175","Permfit-DNN",0,1000,"regression_group_sim_1",75,FALSE,1
"176","Permfit-DNN",0,1000,"regression_group_sim_1",76,FALSE,1
"177","Permfit-DNN",0,1000,"regression_group_sim_1",77,FALSE,1
"178","Permfit-DNN",0,1000,"regression_group_sim_1",78,FALSE,1
"179","Permfit-DNN",0,1000,"regression_group_sim_1",79,FALSE,1
"180","Permfit-DNN",0,1000,"regression_group_sim_1",80,FALSE,1
"181","Permfit-DNN",0,1000,"regression_group_sim_1",81,FALSE,1
"182","Permfit-DNN",0,1000,"regression_group_sim_1",82,FALSE,1
"183","Permfit-DNN",0,1000,"regression_group_sim_1",83,FALSE,1
"184","Permfit-DNN",0,1000,"regression_group_sim_1",84,FALSE,1
"185","Permfit-DNN",0,1000,"regression_group_sim_1",85,FALSE,1
"186","Permfit-DNN",0,1000,"regression_group_sim_1",86,FALSE,1
"187","Permfit-DNN",0,1000,"regression_group_sim_1",87,FALSE,1
"188","Permfit-DNN",0,1000,"regression_group_sim_1",88,FALSE,1
"189","Permfit-DNN",0,1000,"regression_group_sim_1",89,FALSE,1
"190","Permfit-DNN",0,1000,"regression_group_sim_1",90,FALSE,1
"191","Permfit-DNN",0,1000,"regression_group_sim_1",91,FALSE,1
"192","Permfit-DNN",0,1000,"regression_group_sim_1",92,FALSE,1
"193","Permfit-DNN",0,1000,"regression_group_sim_1",93,FALSE,1
"194","Permfit-DNN",0,1000,"regression_group_sim_1",94,FALSE,1
"195","Permfit-DNN",0,1000,"regression_group_sim_1",95,FALSE,1
"196","Permfit-DNN",0,1000,"regression_group_sim_1",96,FALSE,1
"197","Permfit-DNN",0,1000,"regression_group_sim_1",97,FALSE,1
"198","Permfit-DNN",0,1000,"regression_group_sim_1",98,FALSE,1
"199","Permfit-DNN",0,1000,"regression_group_sim_1",99,FALSE,1
"200","Permfit-DNN",0,1000,"regression_group_sim_1",100,FALSE,1
"201","Permfit-DNN",0.2,1000,"regression_group_sim_1",1,TRUE,1
"202","Permfit-DNN",0.2,1000,"regression_group_sim_1",2,TRUE,1
"203","Permfit-DNN",0.2,1000,"regression_group_sim_1",3,TRUE,1
"204","Permfit-DNN",0.2,1000,"regression_group_sim_1",4,TRUE,1
"205","Permfit-DNN",0.2,1000,"regression_group_sim_1",5,TRUE,1
"206","Permfit-DNN",0.2,1000,"regression_group_sim_1",6,TRUE,1
"207","Permfit-DNN",0.2,1000,"regression_group_sim_1",7,TRUE,1
"208","Permfit-DNN",0.2,1000,"regression_group_sim_1",8,TRUE,1
"209","Permfit-DNN",0.2,1000,"regression_group_sim_1",9,TRUE,1
"210","Permfit-DNN",0.2,1000,"regression_group_sim_1",10,TRUE,1
"211","Permfit-DNN",0.2,1000,"regression_group_sim_1",11,TRUE,1
"212","Permfit-DNN",0.2,1000,"regression_group_sim_1",12,TRUE,1
"213","Permfit-DNN",0.2,1000,"regression_group_sim_1",13,TRUE,1
"214","Permfit-DNN",0.2,1000,"regression_group_sim_1",14,TRUE,1
"215","Permfit-DNN",0.2,1000,"regression_group_sim_1",15,TRUE,1
"216","Permfit-DNN",0.2,1000,"regression_group_sim_1",16,TRUE,1
"217","Permfit-DNN",0.2,1000,"regression_group_sim_1",17,TRUE,1
"218","Permfit-DNN",0.2,1000,"regression_group_sim_1",18,TRUE,1
"219","Permfit-DNN",0.2,1000,"regression_group_sim_1",19,TRUE,1
"220","Permfit-DNN",0.2,1000,"regression_group_sim_1",20,TRUE,1
"221","Permfit-DNN",0.2,1000,"regression_group_sim_1",21,TRUE,1
"222","Permfit-DNN",0.2,1000,"regression_group_sim_1",22,TRUE,1
"223","Permfit-DNN",0.2,1000,"regression_group_sim_1",23,TRUE,1
"224","Permfit-DNN",0.2,1000,"regression_group_sim_1",24,TRUE,1
"225","Permfit-DNN",0.2,1000,"regression_group_sim_1",25,TRUE,1
"226","Permfit-DNN",0.2,1000,"regression_group_sim_1",26,TRUE,1
"227","Permfit-DNN",0.2,1000,"regression_group_sim_1",27,TRUE,1
"228","Permfit-DNN",0.2,1000,"regression_group_sim_1",28,TRUE,1
"229","Permfit-DNN",0.2,1000,"regression_group_sim_1",29,TRUE,1
"230","Permfit-DNN",0.2,1000,"regression_group_sim_1",30,TRUE,1
"231","Permfit-DNN",0.2,1000,"regression_group_sim_1",31,TRUE,1
"232","Permfit-DNN",0.2,1000,"regression_group_sim_1",32,TRUE,1
"233","Permfit-DNN",0.2,1000,"regression_group_sim_1",33,TRUE,1
"234","Permfit-DNN",0.2,1000,"regression_group_sim_1",34,TRUE,1
"235","Permfit-DNN",0.2,1000,"regression_group_sim_1",35,TRUE,1
"236","Permfit-DNN",0.2,1000,"regression_group_sim_1",36,TRUE,1
"237","Permfit-DNN",0.2,1000,"regression_group_sim_1",37,TRUE,1
"238","Permfit-DNN",0.2,1000,"regression_group_sim_1",38,TRUE,1
"239","Permfit-DNN",0.2,1000,"regression_group_sim_1",39,TRUE,1
"240","Permfit-DNN",0.2,1000,"regression_group_sim_1",40,TRUE,1
"241","Permfit-DNN",0.2,1000,"regression_group_sim_1",41,TRUE,1
"242","Permfit-DNN",0.2,1000,"regression_group_sim_1",42,TRUE,1
"243","Permfit-DNN",0.2,1000,"regression_group_sim_1",43,TRUE,1
"244","Permfit-DNN",0.2,1000,"regression_group_sim_1",44,TRUE,1
"245","Permfit-DNN",0.2,1000,"regression_group_sim_1",45,TRUE,1
"246","Permfit-DNN",0.2,1000,"regression_group_sim_1",46,TRUE,1
"247","Permfit-DNN",0.2,1000,"regression_group_sim_1",47,TRUE,1
"248","Permfit-DNN",0.2,1000,"regression_group_sim_1",48,TRUE,1
"249","Permfit-DNN",0.2,1000,"regression_group_sim_1",49,TRUE,1
"250","Permfit-DNN",0.2,1000,"regression_group_sim_1",50,TRUE,1
"251","Permfit-DNN",0.2,1000,"regression_group_sim_1",51,TRUE,1
"252","Permfit-DNN",0.2,1000,"regression_group_sim_1",52,TRUE,1
"253","Permfit-DNN",0.2,1000,"regression_group_sim_1",53,TRUE,1
"254","Permfit-DNN",0.2,1000,"regression_group_sim_1",54,TRUE,1
"255","Permfit-DNN",0.2,1000,"regression_group_sim_1",55,TRUE,1
"256","Permfit-DNN",0.2,1000,"regression_group_sim_1",56,TRUE,1
"257","Permfit-DNN",0.2,1000,"regression_group_sim_1",57,TRUE,1
"258","Permfit-DNN",0.2,1000,"regression_group_sim_1",58,TRUE,1
"259","Permfit-DNN",0.2,1000,"regression_group_sim_1",59,TRUE,1
"260","Permfit-DNN",0.2,1000,"regression_group_sim_1",60,TRUE,1
"261","Permfit-DNN",0.2,1000,"regression_group_sim_1",61,TRUE,1
"262","Permfit-DNN",0.2,1000,"regression_group_sim_1",62,TRUE,1
"263","Permfit-DNN",0.2,1000,"regression_group_sim_1",63,TRUE,1
"264","Permfit-DNN",0.2,1000,"regression_group_sim_1",64,TRUE,1
"265","Permfit-DNN",0.2,1000,"regression_group_sim_1",65,TRUE,1
"266","Permfit-DNN",0.2,1000,"regression_group_sim_1",66,TRUE,1
"267","Permfit-DNN",0.2,1000,"regression_group_sim_1",67,TRUE,1
"268","Permfit-DNN",0.2,1000,"regression_group_sim_1",68,TRUE,1
"269","Permfit-DNN",0.2,1000,"regression_group_sim_1",69,TRUE,1
"270","Permfit-DNN",0.2,1000,"regression_group_sim_1",70,TRUE,1
"271","Permfit-DNN",0.2,1000,"regression_group_sim_1",71,TRUE,1
"272","Permfit-DNN",0.2,1000,"regression_group_sim_1",72,TRUE,1
"273","Permfit-DNN",0.2,1000,"regression_group_sim_1",73,TRUE,1
"274","Permfit-DNN",0.2,1000,"regression_group_sim_1",74,TRUE,1
"275","Permfit-DNN",0.2,1000,"regression_group_sim_1",75,TRUE,1
"276","Permfit-DNN",0.2,1000,"regression_group_sim_1",76,TRUE,1
"277","Permfit-DNN",0.2,1000,"regression_group_sim_1",77,TRUE,1
"278","Permfit-DNN",0.2,1000,"regression_group_sim_1",78,TRUE,1
"279","Permfit-DNN",0.2,1000,"regression_group_sim_1",79,TRUE,1
"280","Permfit-DNN",0.2,1000,"regression_group_sim_1",80,TRUE,1
"281","Permfit-DNN",0.2,1000,"regression_group_sim_1",81,TRUE,1
"282","Permfit-DNN",0.2,1000,"regression_group_sim_1",82,TRUE,1
"283","Permfit-DNN",0.2,1000,"regression_group_sim_1",83,TRUE,1
"284","Permfit-DNN",0.2,1000,"regression_group_sim_1",84,TRUE,1
"285","Permfit-DNN",0.2,1000,"regression_group_sim_1",85,TRUE,1
"286","Permfit-DNN",0.2,1000,"regression_group_sim_1",86,TRUE,1
"287","Permfit-DNN",0.2,1000,"regression_group_sim_1",87,TRUE,1
"288","Permfit-DNN",0.2,1000,"regression_group_sim_1",88,TRUE,1
"289","Permfit-DNN",0.2,1000,"regression_group_sim_1",89,TRUE,1
"290","Permfit-DNN",0.2,1000,"regression_group_sim_1",90,TRUE,1
"291","Permfit-DNN",0.2,1000,"regression_group_sim_1",91,TRUE,1
"292","Permfit-DNN",0.2,1000,"regression_group_sim_1",92,TRUE,1
"293","Permfit-DNN",0.2,1000,"regression_group_sim_1",93,TRUE,1
"294","Permfit-DNN",0.2,1000,"regression_group_sim_1",94,TRUE,1
"295","Permfit-DNN",0.2,1000,"regression_group_sim_1",95,TRUE,1
"296","Permfit-DNN",0.2,1000,"regression_group_sim_1",96,TRUE,1
"297","Permfit-DNN",0.2,1000,"regression_group_sim_1",97,TRUE,1
"298","Permfit-DNN",0.2,1000,"regression_group_sim_1",98,TRUE,1
"299","Permfit-DNN",0.2,1000,"regression_group_sim_1",99,TRUE,1
"300","Permfit-DNN",0.2,1000,"regression_group_sim_1",100,TRUE,1
"301","Permfit-DNN",0.2,1000,"regression_group_sim_1",1,FALSE,1
"302","Permfit-DNN",0.2,1000,"regression_group_sim_1",2,FALSE,1
"303","Permfit-DNN",0.2,1000,"regression_group_sim_1",3,FALSE,1
"304","Permfit-DNN",0.2,1000,"regression_group_sim_1",4,FALSE,1
"305","Permfit-DNN",0.2,1000,"regression_group_sim_1",5,FALSE,1
"306","Permfit-DNN",0.2,1000,"regression_group_sim_1",6,FALSE,1
"307","Permfit-DNN",0.2,1000,"regression_group_sim_1",7,FALSE,1
"308","Permfit-DNN",0.2,1000,"regression_group_sim_1",8,FALSE,1
"309","Permfit-DNN",0.2,1000,"regression_group_sim_1",9,FALSE,1
"310","Permfit-DNN",0.2,1000,"regression_group_sim_1",10,FALSE,1
"311","Permfit-DNN",0.2,1000,"regression_group_sim_1",11,FALSE,1
"312","Permfit-DNN",0.2,1000,"regression_group_sim_1",12,FALSE,1
"313","Permfit-DNN",0.2,1000,"regression_group_sim_1",13,FALSE,1
"314","Permfit-DNN",0.2,1000,"regression_group_sim_1",14,FALSE,1
"315","Permfit-DNN",0.2,1000,"regression_group_sim_1",15,FALSE,1
"316","Permfit-DNN",0.2,1000,"regression_group_sim_1",16,FALSE,1
"317","Permfit-DNN",0.2,1000,"regression_group_sim_1",17,FALSE,1
"318","Permfit-DNN",0.2,1000,"regression_group_sim_1",18,FALSE,1
"319","Permfit-DNN",0.2,1000,"regression_group_sim_1",19,FALSE,1
"320","Permfit-DNN",0.2,1000,"regression_group_sim_1",20,FALSE,1
"321","Permfit-DNN",0.2,1000,"regression_group_sim_1",21,FALSE,1
"322","Permfit-DNN",0.2,1000,"regression_group_sim_1",22,FALSE,1
"323","Permfit-DNN",0.2,1000,"regression_group_sim_1",23,FALSE,1
"324","Permfit-DNN",0.2,1000,"regression_group_sim_1",24,FALSE,1
"325","Permfit-DNN",0.2,1000,"regression_group_sim_1",25,FALSE,1
"326","Permfit-DNN",0.2,1000,"regression_group_sim_1",26,FALSE,1
"327","Permfit-DNN",0.2,1000,"regression_group_sim_1",27,FALSE,1
"328","Permfit-DNN",0.2,1000,"regression_group_sim_1",28,FALSE,1
"329","Permfit-DNN",0.2,1000,"regression_group_sim_1",29,FALSE,1
"330","Permfit-DNN",0.2,1000,"regression_group_sim_1",30,FALSE,1
"331","Permfit-DNN",0.2,1000,"regression_group_sim_1",31,FALSE,1
"332","Permfit-DNN",0.2,1000,"regression_group_sim_1",32,FALSE,1
"333","Permfit-DNN",0.2,1000,"regression_group_sim_1",33,FALSE,1
"334","Permfit-DNN",0.2,1000,"regression_group_sim_1",34,FALSE,1
"335","Permfit-DNN",0.2,1000,"regression_group_sim_1",35,FALSE,1
"336","Permfit-DNN",0.2,1000,"regression_group_sim_1",36,FALSE,1
"337","Permfit-DNN",0.2,1000,"regression_group_sim_1",37,FALSE,1
"338","Permfit-DNN",0.2,1000,"regression_group_sim_1",38,FALSE,1
"339","Permfit-DNN",0.2,1000,"regression_group_sim_1",39,FALSE,1
"340","Permfit-DNN",0.2,1000,"regression_group_sim_1",40,FALSE,1
"341","Permfit-DNN",0.2,1000,"regression_group_sim_1",41,FALSE,1
"342","Permfit-DNN",0.2,1000,"regression_group_sim_1",42,FALSE,1
"343","Permfit-DNN",0.2,1000,"regression_group_sim_1",43,FALSE,1
"344","Permfit-DNN",0.2,1000,"regression_group_sim_1",44,FALSE,1
"345","Permfit-DNN",0.2,1000,"regression_group_sim_1",45,FALSE,1
"346","Permfit-DNN",0.2,1000,"regression_group_sim_1",46,FALSE,1
"347","Permfit-DNN",0.2,1000,"regression_group_sim_1",47,FALSE,1
"348","Permfit-DNN",0.2,1000,"regression_group_sim_1",48,FALSE,1
"349","Permfit-DNN",0.2,1000,"regression_group_sim_1",49,FALSE,1
"350","Permfit-DNN",0.2,1000,"regression_group_sim_1",50,FALSE,1
"351","Permfit-DNN",0.2,1000,"regression_group_sim_1",51,FALSE,1
"352","Permfit-DNN",0.2,1000,"regression_group_sim_1",52,FALSE,1
"353","Permfit-DNN",0.2,1000,"regression_group_sim_1",53,FALSE,1
"354","Permfit-DNN",0.2,1000,"regression_group_sim_1",54,FALSE,1
"355","Permfit-DNN",0.2,1000,"regression_group_sim_1",55,FALSE,1
"356","Permfit-DNN",0.2,1000,"regression_group_sim_1",56,FALSE,1
"357","Permfit-DNN",0.2,1000,"regression_group_sim_1",57,FALSE,1
"358","Permfit-DNN",0.2,1000,"regression_group_sim_1",58,FALSE,1
"359","Permfit-DNN",0.2,1000,"regression_group_sim_1",59,FALSE,1
"360","Permfit-DNN",0.2,1000,"regression_group_sim_1",60,FALSE,1
"361","Permfit-DNN",0.2,1000,"regression_group_sim_1",61,FALSE,1
"362","Permfit-DNN",0.2,1000,"regression_group_sim_1",62,FALSE,1
"363","Permfit-DNN",0.2,1000,"regression_group_sim_1",63,FALSE,1
"364","Permfit-DNN",0.2,1000,"regression_group_sim_1",64,FALSE,1
"365","Permfit-DNN",0.2,1000,"regression_group_sim_1",65,FALSE,1
"366","Permfit-DNN",0.2,1000,"regression_group_sim_1",66,FALSE,1
"367","Permfit-DNN",0.2,1000,"regression_group_sim_1",67,FALSE,1
