"","method","correlation_group","n_samples","prob_data","iteration","group_stack","V1"
"94","Permfit-DNN",0,1000,"regression_group_sim_1",94,TRUE,0.4
"95","Permfit-DNN",0,1000,"regression_group_sim_1",95,TRUE,0
"96","Permfit-DNN",0,1000,"regression_group_sim_1",96,TRUE,0
"97","Permfit-DNN",0,1000,"regression_group_sim_1",97,TRUE,0
"98","Permfit-DNN",0,1000,"regression_group_sim_1",98,TRUE,0.2
"99","Permfit-DNN",0,1000,"regression_group_sim_1",99,TRUE,0.2
"100","Permfit-DNN",0,1000,"regression_group_sim_1",100,TRUE,0
"101","Permfit-DNN",0,1000,"regression_group_sim_1",1,FALSE,0.2
"102","Permfit-DNN",0,1000,"regression_group_sim_1",2,FALSE,0
"103","Permfit-DNN",0,1000,"regression_group_sim_1",3,FALSE,0
"104","Permfit-DNN",0,1000,"regression_group_sim_1",4,FALSE,0
"105","Permfit-DNN",0,1000,"regression_group_sim_1",5,FALSE,0
"106","Permfit-DNN",0,1000,"regression_group_sim_1",6,FALSE,0
"107","Permfit-DNN",0,1000,"regression_group_sim_1",7,FALSE,0.2
"108","Permfit-DNN",0,1000,"regression_group_sim_1",8,FALSE,0.2
"109","Permfit-DNN",0,1000,"regression_group_sim_1",9,FALSE,0
"110","Permfit-DNN",0,1000,"regression_group_sim_1",10,FALSE,0.2
"111","Permfit-DNN",0,1000,"regression_group_sim_1",11,FALSE,0
"112","Permfit-DNN",0,1000,"regression_group_sim_1",12,FALSE,0.4
"113","Permfit-DNN",0,1000,"regression_group_sim_1",13,FALSE,0
"114","Permfit-DNN",0,1000,"regression_group_sim_1",14,FALSE,0.2
"115","Permfit-DNN",0,1000,"regression_group_sim_1",15,FALSE,0
"116","Permfit-DNN",0,1000,"regression_group_sim_1",16,FALSE,0
"117","Permfit-DNN",0,1000,"regression_group_sim_1",17,FALSE,0.2
"118","Permfit-DNN",0,1000,"regression_group_sim_1",18,FALSE,0
"119","Permfit-DNN",0,1000,"regression_group_sim_1",19,FALSE,0
"120","Permfit-DNN",0,1000,"regression_group_sim_1",20,FALSE,0
"121","Permfit-DNN",0,1000,"regression_group_sim_1",21,FALSE,0.2
"122","Permfit-DNN",0,1000,"regression_group_sim_1",22,FALSE,0.2
"123","Permfit-DNN",0,1000,"regression_group_sim_1",23,FALSE,0
"124","Permfit-DNN",0,1000,"regression_group_sim_1",24,FALSE,0
"125","Permfit-DNN",0,1000,"regression_group_sim_1",25,FALSE,0.2
"126","Permfit-DNN",0,1000,"regression_group_sim_1",26,FALSE,0
"127","Permfit-DNN",0,1000,"regression_group_sim_1",27,FALSE,0.2
"128","Permfit-DNN",0,1000,"regression_group_sim_1",28,FALSE,0.6
"129","Permfit-DNN",0,1000,"regression_group_sim_1",29,FALSE,0.2
"130","Permfit-DNN",0,1000,"regression_group_sim_1",30,FALSE,0
"131","Permfit-DNN",0,1000,"regression_group_sim_1",31,FALSE,0
"132","Permfit-DNN",0,1000,"regression_group_sim_1",32,FALSE,0
"133","Permfit-DNN",0,1000,"regression_group_sim_1",33,FALSE,0
"134","Permfit-DNN",0,1000,"regression_group_sim_1",34,FALSE,0
"135","Permfit-DNN",0,1000,"regression_group_sim_1",35,FALSE,0
"136","Permfit-DNN",0,1000,"regression_group_sim_1",36,FALSE,0
"137","Permfit-DNN",0,1000,"regression_group_sim_1",37,FALSE,0.2
"138","Permfit-DNN",0,1000,"regression_group_sim_1",38,FALSE,0
"139","Permfit-DNN",0,1000,"regression_group_sim_1",39,FALSE,0.2
"140","Permfit-DNN",0,1000,"regression_group_sim_1",40,FALSE,0.2
"141","Permfit-DNN",0,1000,"regression_group_sim_1",41,FALSE,0
"142","Permfit-DNN",0,1000,"regression_group_sim_1",42,FALSE,0
"143","Permfit-DNN",0,1000,"regression_group_sim_1",43,FALSE,0
"144","Permfit-DNN",0,1000,"regression_group_sim_1",44,FALSE,0
"145","Permfit-DNN",0,1000,"regression_group_sim_1",45,FALSE,0
"146","Permfit-DNN",0,1000,"regression_group_sim_1",46,FALSE,0.2
"147","Permfit-DNN",0,1000,"regression_group_sim_1",47,FALSE,0
"148","Permfit-DNN",0,1000,"regression_group_sim_1",48,FALSE,0
"149","Permfit-DNN",0,1000,"regression_group_sim_1",49,FALSE,0
"150","Permfit-DNN",0,1000,"regression_group_sim_1",50,FALSE,0
"151","Permfit-DNN",0,1000,"regression_group_sim_1",51,FALSE,0
"152","Permfit-DNN",0,1000,"regression_group_sim_1",52,FALSE,0
"153","Permfit-DNN",0,1000,"regression_group_sim_1",53,FALSE,0.4
"154","Permfit-DNN",0,1000,"regression_group_sim_1",54,FALSE,0
"155","Permfit-DNN",0,1000,"regression_group_sim_1",55,FALSE,0
"156","Permfit-DNN",0,1000,"regression_group_sim_1",56,FALSE,0
"157","Permfit-DNN",0,1000,"regression_group_sim_1",57,FALSE,0
"158","Permfit-DNN",0,1000,"regression_group_sim_1",58,FALSE,0.4
"159","Permfit-DNN",0,1000,"regression_group_sim_1",59,FALSE,0.4
"160","Permfit-DNN",0,1000,"regression_group_sim_1",60,FALSE,0.4
"161","Permfit-DNN",0,1000,"regression_group_sim_1",61,FALSE,0
"162","Permfit-DNN",0,1000,"regression_group_sim_1",62,FALSE,0.2
"163","Permfit-DNN",0,1000,"regression_group_sim_1",63,FALSE,0
"164","Permfit-DNN",0,1000,"regression_group_sim_1",64,FALSE,0.2
"165","Permfit-DNN",0,1000,"regression_group_sim_1",65,FALSE,0
"166","Permfit-DNN",0,1000,"regression_group_sim_1",66,FALSE,0.2
"167","Permfit-DNN",0,1000,"regression_group_sim_1",67,FALSE,0
"168","Permfit-DNN",0,1000,"regression_group_sim_1",68,FALSE,0.2
"169","Permfit-DNN",0,1000,"regression_group_sim_1",69,FALSE,0.2
"170","Permfit-DNN",0,1000,"regression_group_sim_1",70,FALSE,0
"171","Permfit-DNN",0,1000,"regression_group_sim_1",71,FALSE,0
"172","Permfit-DNN",0,1000,"regression_group_sim_1",72,FALSE,0
"173","Permfit-DNN",0,1000,"regression_group_sim_1",73,FALSE,0
"174","Permfit-DNN",0,1000,"regression_group_sim_1",74,FALSE,0
"175","Permfit-DNN",0,1000,"regression_group_sim_1",75,FALSE,0
"176","Permfit-DNN",0,1000,"regression_group_sim_1",76,FALSE,0
"177","Permfit-DNN",0,1000,"regression_group_sim_1",77,FALSE,0.4
"178","Permfit-DNN",0,1000,"regression_group_sim_1",78,FALSE,0.2
"179","Permfit-DNN",0,1000,"regression_group_sim_1",79,FALSE,0.2
"180","Permfit-DNN",0,1000,"regression_group_sim_1",80,FALSE,0
"181","Permfit-DNN",0,1000,"regression_group_sim_1",81,FALSE,0
"182","Permfit-DNN",0,1000,"regression_group_sim_1",82,FALSE,0.2
"183","Permfit-DNN",0,1000,"regression_group_sim_1",83,FALSE,0.2
"184","Permfit-DNN",0,1000,"regression_group_sim_1",84,FALSE,0
"185","Permfit-DNN",0,1000,"regression_group_sim_1",85,FALSE,0
"186","Permfit-DNN",0,1000,"regression_group_sim_1",86,FALSE,0
"187","Permfit-DNN",0,1000,"regression_group_sim_1",87,FALSE,0
"188","Permfit-DNN",0,1000,"regression_group_sim_1",88,FALSE,0.4
"189","Permfit-DNN",0,1000,"regression_group_sim_1",89,FALSE,0
"190","Permfit-DNN",0,1000,"regression_group_sim_1",90,FALSE,0.4
"191","Permfit-DNN",0,1000,"regression_group_sim_1",91,FALSE,0
"192","Permfit-DNN",0,1000,"regression_group_sim_1",92,FALSE,0
"193","Permfit-DNN",0,1000,"regression_group_sim_1",93,FALSE,0
"194","Permfit-DNN",0,1000,"regression_group_sim_1",94,FALSE,0.2
"195","Permfit-DNN",0,1000,"regression_group_sim_1",95,FALSE,0.2
"196","Permfit-DNN",0,1000,"regression_group_sim_1",96,FALSE,0.2
"197","Permfit-DNN",0,1000,"regression_group_sim_1",97,FALSE,0
"198","Permfit-DNN",0,1000,"regression_group_sim_1",98,FALSE,0
"199","Permfit-DNN",0,1000,"regression_group_sim_1",99,FALSE,0
"200","Permfit-DNN",0,1000,"regression_group_sim_1",100,FALSE,0
"201","Permfit-DNN",0.2,1000,"regression_group_sim_1",1,TRUE,0
"202","Permfit-DNN",0.2,1000,"regression_group_sim_1",2,TRUE,0
"203","Permfit-DNN",0.2,1000,"regression_group_sim_1",3,TRUE,0.2
"204","Permfit-DNN",0.2,1000,"regression_group_sim_1",4,TRUE,0
"205","Permfit-DNN",0.2,1000,"regression_group_sim_1",5,TRUE,0
"206","Permfit-DNN",0.2,1000,"regression_group_sim_1",6,TRUE,0
"207","Permfit-DNN",0.2,1000,"regression_group_sim_1",7,TRUE,0.2
"208","Permfit-DNN",0.2,1000,"regression_group_sim_1",8,TRUE,0
"209","Permfit-DNN",0.2,1000,"regression_group_sim_1",9,TRUE,0
"210","Permfit-DNN",0.2,1000,"regression_group_sim_1",10,TRUE,0.2
"211","Permfit-DNN",0.2,1000,"regression_group_sim_1",11,TRUE,0.6
"212","Permfit-DNN",0.2,1000,"regression_group_sim_1",12,TRUE,0.4
"213","Permfit-DNN",0.2,1000,"regression_group_sim_1",13,TRUE,0.2
"214","Permfit-DNN",0.2,1000,"regression_group_sim_1",14,TRUE,0
"215","Permfit-DNN",0.2,1000,"regression_group_sim_1",15,TRUE,0.6
"216","Permfit-DNN",0.2,1000,"regression_group_sim_1",16,TRUE,0
"217","Permfit-DNN",0.2,1000,"regression_group_sim_1",17,TRUE,0.2
"218","Permfit-DNN",0.2,1000,"regression_group_sim_1",18,TRUE,0.2
"219","Permfit-DNN",0.2,1000,"regression_group_sim_1",19,TRUE,0.2
"220","Permfit-DNN",0.2,1000,"regression_group_sim_1",20,TRUE,0
"221","Permfit-DNN",0.2,1000,"regression_group_sim_1",21,TRUE,0.2
"222","Permfit-DNN",0.2,1000,"regression_group_sim_1",22,TRUE,0.4
"223","Permfit-DNN",0.2,1000,"regression_group_sim_1",23,TRUE,0
"224","Permfit-DNN",0.2,1000,"regression_group_sim_1",24,TRUE,0
"225","Permfit-DNN",0.2,1000,"regression_group_sim_1",25,TRUE,0
"226","Permfit-DNN",0.2,1000,"regression_group_sim_1",26,TRUE,0
"227","Permfit-DNN",0.2,1000,"regression_group_sim_1",27,TRUE,0.4
"228","Permfit-DNN",0.2,1000,"regression_group_sim_1",28,TRUE,0.4
"229","Permfit-DNN",0.2,1000,"regression_group_sim_1",29,TRUE,0.2
"230","Permfit-DNN",0.2,1000,"regression_group_sim_1",30,TRUE,0.2
"231","Permfit-DNN",0.2,1000,"regression_group_sim_1",31,TRUE,0
"232","Permfit-DNN",0.2,1000,"regression_group_sim_1",32,TRUE,0.2
"233","Permfit-DNN",0.2,1000,"regression_group_sim_1",33,TRUE,0
"234","Permfit-DNN",0.2,1000,"regression_group_sim_1",34,TRUE,0.2
"235","Permfit-DNN",0.2,1000,"regression_group_sim_1",35,TRUE,0
"236","Permfit-DNN",0.2,1000,"regression_group_sim_1",36,TRUE,0
"237","Permfit-DNN",0.2,1000,"regression_group_sim_1",37,TRUE,0.2
"238","Permfit-DNN",0.2,1000,"regression_group_sim_1",38,TRUE,0.2
"239","Permfit-DNN",0.2,1000,"regression_group_sim_1",39,TRUE,0
"240","Permfit-DNN",0.2,1000,"regression_group_sim_1",40,TRUE,0.2
"241","Permfit-DNN",0.2,1000,"regression_group_sim_1",41,TRUE,0
"242","Permfit-DNN",0.2,1000,"regression_group_sim_1",42,TRUE,0.2
"243","Permfit-DNN",0.2,1000,"regression_group_sim_1",43,TRUE,0.2
"244","Permfit-DNN",0.2,1000,"regression_group_sim_1",44,TRUE,0.2
"245","Permfit-DNN",0.2,1000,"regression_group_sim_1",45,TRUE,0.2
"246","Permfit-DNN",0.2,1000,"regression_group_sim_1",46,TRUE,0
"247","Permfit-DNN",0.2,1000,"regression_group_sim_1",47,TRUE,0.2
"248","Permfit-DNN",0.2,1000,"regression_group_sim_1",48,TRUE,0
"249","Permfit-DNN",0.2,1000,"regression_group_sim_1",49,TRUE,0.4
"250","Permfit-DNN",0.2,1000,"regression_group_sim_1",50,TRUE,0
"251","Permfit-DNN",0.2,1000,"regression_group_sim_1",51,TRUE,0
"252","Permfit-DNN",0.2,1000,"regression_group_sim_1",52,TRUE,0
"253","Permfit-DNN",0.2,1000,"regression_group_sim_1",53,TRUE,0.2
"254","Permfit-DNN",0.2,1000,"regression_group_sim_1",54,TRUE,0.6
"255","Permfit-DNN",0.2,1000,"regression_group_sim_1",55,TRUE,0.2
"256","Permfit-DNN",0.2,1000,"regression_group_sim_1",56,TRUE,0
"257","Permfit-DNN",0.2,1000,"regression_group_sim_1",57,TRUE,0
"258","Permfit-DNN",0.2,1000,"regression_group_sim_1",58,TRUE,0.6
"259","Permfit-DNN",0.2,1000,"regression_group_sim_1",59,TRUE,0.2
"260","Permfit-DNN",0.2,1000,"regression_group_sim_1",60,TRUE,0.2
"261","Permfit-DNN",0.2,1000,"regression_group_sim_1",61,TRUE,0.4
"262","Permfit-DNN",0.2,1000,"regression_group_sim_1",62,TRUE,0
"263","Permfit-DNN",0.2,1000,"regression_group_sim_1",63,TRUE,0.2
"264","Permfit-DNN",0.2,1000,"regression_group_sim_1",64,TRUE,0
"265","Permfit-DNN",0.2,1000,"regression_group_sim_1",65,TRUE,0
"266","Permfit-DNN",0.2,1000,"regression_group_sim_1",66,TRUE,0
"267","Permfit-DNN",0.2,1000,"regression_group_sim_1",67,TRUE,0.2
"268","Permfit-DNN",0.2,1000,"regression_group_sim_1",68,TRUE,0.2
"269","Permfit-DNN",0.2,1000,"regression_group_sim_1",69,TRUE,0
"270","Permfit-DNN",0.2,1000,"regression_group_sim_1",70,TRUE,0
"271","Permfit-DNN",0.2,1000,"regression_group_sim_1",71,TRUE,0.4
"272","Permfit-DNN",0.2,1000,"regression_group_sim_1",72,TRUE,0
"273","Permfit-DNN",0.2,1000,"regression_group_sim_1",73,TRUE,0
"274","Permfit-DNN",0.2,1000,"regression_group_sim_1",74,TRUE,0.2
"275","Permfit-DNN",0.2,1000,"regression_group_sim_1",75,TRUE,0
"276","Permfit-DNN",0.2,1000,"regression_group_sim_1",76,TRUE,0
"277","Permfit-DNN",0.2,1000,"regression_group_sim_1",77,TRUE,0
"278","Permfit-DNN",0.2,1000,"regression_group_sim_1",78,TRUE,0
"279","Permfit-DNN",0.2,1000,"regression_group_sim_1",79,TRUE,0
"280","Permfit-DNN",0.2,1000,"regression_group_sim_1",80,TRUE,0.2
"281","Permfit-DNN",0.2,1000,"regression_group_sim_1",81,TRUE,0
"282","Permfit-DNN",0.2,1000,"regression_group_sim_1",82,TRUE,0.2
"283","Permfit-DNN",0.2,1000,"regression_group_sim_1",83,TRUE,0.2
"284","Permfit-DNN",0.2,1000,"regression_group_sim_1",84,TRUE,0
"285","Permfit-DNN",0.2,1000,"regression_group_sim_1",85,TRUE,0.2
"286","Permfit-DNN",0.2,1000,"regression_group_sim_1",86,TRUE,0
"287","Permfit-DNN",0.2,1000,"regression_group_sim_1",87,TRUE,0
"288","Permfit-DNN",0.2,1000,"regression_group_sim_1",88,TRUE,0.2
"289","Permfit-DNN",0.2,1000,"regression_group_sim_1",89,TRUE,0
"290","Permfit-DNN",0.2,1000,"regression_group_sim_1",90,TRUE,0
"291","Permfit-DNN",0.2,1000,"regression_group_sim_1",91,TRUE,0
"292","Permfit-DNN",0.2,1000,"regression_group_sim_1",92,TRUE,0
"293","Permfit-DNN",0.2,1000,"regression_group_sim_1",93,TRUE,0
"294","Permfit-DNN",0.2,1000,"regression_group_sim_1",94,TRUE,0.4
"295","Permfit-DNN",0.2,1000,"regression_group_sim_1",95,TRUE,0.2
"296","Permfit-DNN",0.2,1000,"regression_group_sim_1",96,TRUE,0.4
"297","Permfit-DNN",0.2,1000,"regression_group_sim_1",97,TRUE,0
"298","Permfit-DNN",0.2,1000,"regression_group_sim_1",98,TRUE,0
"299","Permfit-DNN",0.2,1000,"regression_group_sim_1",99,TRUE,0
"300","Permfit-DNN",0.2,1000,"regression_group_sim_1",100,TRUE,0
"301","Permfit-DNN",0.2,1000,"regression_group_sim_1",1,FALSE,0
"302","Permfit-DNN",0.2,1000,"regression_group_sim_1",2,FALSE,0
"303","Permfit-DNN",0.2,1000,"regression_group_sim_1",3,FALSE,0.4
"304","Permfit-DNN",0.2,1000,"regression_group_sim_1",4,FALSE,0.2
"305","Permfit-DNN",0.2,1000,"regression_group_sim_1",5,FALSE,0
"306","Permfit-DNN",0.2,1000,"regression_group_sim_1",6,FALSE,0
"307","Permfit-DNN",0.2,1000,"regression_group_sim_1",7,FALSE,0.6
"308","Permfit-DNN",0.2,1000,"regression_group_sim_1",8,FALSE,0
"309","Permfit-DNN",0.2,1000,"regression_group_sim_1",9,FALSE,0
"310","Permfit-DNN",0.2,1000,"regression_group_sim_1",10,FALSE,0.4
"311","Permfit-DNN",0.2,1000,"regression_group_sim_1",11,FALSE,0.2
"312","Permfit-DNN",0.2,1000,"regression_group_sim_1",12,FALSE,0.2
"313","Permfit-DNN",0.2,1000,"regression_group_sim_1",13,FALSE,0
"314","Permfit-DNN",0.2,1000,"regression_group_sim_1",14,FALSE,0
"315","Permfit-DNN",0.2,1000,"regression_group_sim_1",15,FALSE,0.2
"316","Permfit-DNN",0.2,1000,"regression_group_sim_1",16,FALSE,0
"317","Permfit-DNN",0.2,1000,"regression_group_sim_1",17,FALSE,0.2
"318","Permfit-DNN",0.2,1000,"regression_group_sim_1",18,FALSE,0.2
"319","Permfit-DNN",0.2,1000,"regression_group_sim_1",19,FALSE,0.2
"320","Permfit-DNN",0.2,1000,"regression_group_sim_1",20,FALSE,0.2
"321","Permfit-DNN",0.2,1000,"regression_group_sim_1",21,FALSE,0
"322","Permfit-DNN",0.2,1000,"regression_group_sim_1",22,FALSE,0.2
"323","Permfit-DNN",0.2,1000,"regression_group_sim_1",23,FALSE,0
"324","Permfit-DNN",0.2,1000,"regression_group_sim_1",24,FALSE,0
"325","Permfit-DNN",0.2,1000,"regression_group_sim_1",25,FALSE,0.4
"326","Permfit-DNN",0.2,1000,"regression_group_sim_1",26,FALSE,0.2
"327","Permfit-DNN",0.2,1000,"regression_group_sim_1",27,FALSE,0.4
"328","Permfit-DNN",0.2,1000,"regression_group_sim_1",28,FALSE,0.4
"329","Permfit-DNN",0.2,1000,"regression_group_sim_1",29,FALSE,0
"330","Permfit-DNN",0.2,1000,"regression_group_sim_1",30,FALSE,0.4
"331","Permfit-DNN",0.2,1000,"regression_group_sim_1",31,FALSE,0
"332","Permfit-DNN",0.2,1000,"regression_group_sim_1",32,FALSE,0.2
"333","Permfit-DNN",0.2,1000,"regression_group_sim_1",33,FALSE,0.2
"334","Permfit-DNN",0.2,1000,"regression_group_sim_1",34,FALSE,0
"335","Permfit-DNN",0.2,1000,"regression_group_sim_1",35,FALSE,0
"336","Permfit-DNN",0.2,1000,"regression_group_sim_1",36,FALSE,0.4
"337","Permfit-DNN",0.2,1000,"regression_group_sim_1",37,FALSE,0
"338","Permfit-DNN",0.2,1000,"regression_group_sim_1",38,FALSE,0.2
"339","Permfit-DNN",0.2,1000,"regression_group_sim_1",39,FALSE,0
"340","Permfit-DNN",0.2,1000,"regression_group_sim_1",40,FALSE,0.2
"341","Permfit-DNN",0.2,1000,"regression_group_sim_1",41,FALSE,0.2
"342","Permfit-DNN",0.2,1000,"regression_group_sim_1",42,FALSE,0.2
"343","Permfit-DNN",0.2,1000,"regression_group_sim_1",43,FALSE,0
"344","Permfit-DNN",0.2,1000,"regression_group_sim_1",44,FALSE,0.2
"345","Permfit-DNN",0.2,1000,"regression_group_sim_1",45,FALSE,0
"346","Permfit-DNN",0.2,1000,"regression_group_sim_1",46,FALSE,0.2
"347","Permfit-DNN",0.2,1000,"regression_group_sim_1",47,FALSE,0
"348","Permfit-DNN",0.2,1000,"regression_group_sim_1",48,FALSE,0
"349","Permfit-DNN",0.2,1000,"regression_group_sim_1",49,FALSE,0.2
"350","Permfit-DNN",0.2,1000,"regression_group_sim_1",50,FALSE,0.2
"351","Permfit-DNN",0.2,1000,"regression_group_sim_1",51,FALSE,0
"352","Permfit-DNN",0.2,1000,"regression_group_sim_1",52,FALSE,0
"353","Permfit-DNN",0.2,1000,"regression_group_sim_1",53,FALSE,0.2
"354","Permfit-DNN",0.2,1000,"regression_group_sim_1",54,FALSE,0.2
"355","Permfit-DNN",0.2,1000,"regression_group_sim_1",55,FALSE,0.6
"356","Permfit-DNN",0.2,1000,"regression_group_sim_1",56,FALSE,0
"357","Permfit-DNN",0.2,1000,"regression_group_sim_1",57,FALSE,0.2
"358","Permfit-DNN",0.2,1000,"regression_group_sim_1",58,FALSE,0.6
"359","Permfit-DNN",0.2,1000,"regression_group_sim_1",59,FALSE,0
